产品经理(AI方向),无锡,华勤技术股份有限公司,10000人以上,15-20K·15薪,3-5年,本科,['智能家居']
AI算法博士,合肥,某大型计算机软件公司,100-499人,70-95K·14薪,3-5年,博士,"['C/C++', 'Python', 'TensorFlow/PyTorch']"
人工智能训练师-周末双休早九晚六,西安,武汉佰钧成技术,1000-9999人,6-7K,3-5年,本科,"['全职工作', '文本标注', '不接受居家办公', '团队管理']"
AI工程师（电池行业）,深圳,比亚迪,10000人以上,20-40K,经验不限,硕士,"['业务导向', '语音/图像识别', '云计算', '计算机相关专业', '机器学习算法/工程化经验']"
ai数据标注,长沙,小咖智数,100-499人,4-8K,经验不限,本科,"['标注方法优化', '数据标注', '标注数据分析']"
ai绘画讲师,西安,觉醒元宇宙,20-99人,15-20K,1-3年,本科,"['计算机相关专业', '图像识别经验', 'mid journey', 'stable diffusion']"
Ai智能导购产品经理,北京,百度,10000人以上,25-50K·16薪,3-5年,本科,"['语义类AI', '机器学习类AI']"
ai产品专家,深圳,某大型汽车生产公司,500-999人,60-90K·15薪,5-10年,本科,"['机器学习类AI', '知识图谱']"
原画设计/ai绘画,北京,硬核,20-99人,8-12K,1年以内,大专,"['游戏公司', 'Disco Diffusion', 'Stable Diffusion', 'AI  Midjourney']"
首席战略官（AI人工智能方向）,深圳,某投资公司,20-99人,250-260K·24薪,10年以上,硕士,"['人工智能', '语言处理']"
语音AI产品经理,芜湖,芜湖盟博,100-499人,8-13K·13薪,3-5年,本科,['智能汽车']
AI算法负责人,上海,某500强上市公司,10000人以上,120-180K,经验不限,本科,['计算机相关专业']
人工智能数据标注员,新余,江西云博科技有限公司,100-499人,3-6K,1年以内,大专,"['数据标注', '图片', '地图', '全职工作', '视频', '音频', '文字']"
人工智能高级主任（视觉感知）,南京,某大型知名汽车生产上市公司,10000人以上,60-80K,经验不限,本科,"['智能驾驶', '视觉感知']"
ai标注,太原,百川数安,100-499人,3-5K,经验不限,大专,"['数据标注', '文本标注', '不接受居家办公', '全职工作', '语音标注', '标注结果整理', '数据分析能力强', '描点标注', '标框标注', '图片标注', '分类标注', '接受加班']"
人工智能高级总监,北京,某大型知名通信上市公司,10000人以上,130-200K·13薪,5-10年,博士,"['语音/图像识别', '搜索/推荐', '云计算']"
高级战斗策划师（AI战斗）,杭州,电魂,1000-9999人,20-30K·14薪,3-5年,本科,"['玩法', '战斗AI', '行为树']"
ai训练师,杭州,北京未来盒影科技,0-20人,6-11K,1年以内,本科,"['Python', '有审美']"
芜湖美的厨卫招聘普工/操作工,芜湖,芜湖美的厨卫,500-999人,4.5-6K,经验不限,学历不限,"['厂内食堂', '4人间宿舍', '住宿免费', '有WIFI', '缴纳社保', '恒温车间', '需穿无尘服', '两班倒', '做六休一', '月结工资', '体检免费', '认真做事', '勤快上进', '很好相处']"
人工智能项目经理,石家庄,众贤网络,100-499人,4-8K,1年以内,本科,['图像识别经验']
AI研究主管,深圳,某大型计算机软件公司,100-499人,50-80K·13薪,5-10年,博士,"['大模型', 'NLP']"
人工智能高级主任（视觉感知）-自动驾驶,南京,某大型知名汽车生产上市公司,10000人以上,70-100K·14薪,5-10年,硕士,"['智能驾驶', '语音/图像识别', '计算机相关专业', '机器学习算法/工程化经验', '感知', '视觉']"
AI 训练师,福州,福州帝天科技,20-99人,15-20K·13薪,1-3年,本科,"['语音/图像识别', '计算机相关专业', '数学/统计相关专业', '机器学习算法/工程化经验']"
AI生态构建工程师,杭州,华为,10000人以上,20-40K·14薪,经验不限,本科,"['业务导向', '语音/图像识别', '搜索/推荐', 'Python', 'C/C++', 'TensorFlow/PyTorch']"
AI产品负责人,北京,某知名互联网上市公司,1000-9999人,50-80K,5-10年,本科,"['语义类AI', '机器学习类AI', '语音类AI', '视觉类AI', 'AI浏览器']"
人工智能产品经理,深圳,逗娱科技,20-99人,15-25K,1-3年,本科,"['C端产品', 'AI机器人', '语音类AI', '人工智能']"
机器人教师（人工智能教育）,湖州,浙大湖州研究院,100-499人,8-9K,1-3年,本科,"['三维软件', '人工智能', '机器人']"
人工智能创客工程师,上海,慕客信,20-99人,8-13K·13薪,经验不限,本科,"['树莓派', '人工智能', '不加班', '做五休二', '五险一金', '技术前卫新潮']"
AI短视频编导,北京,某大型互联网公司,100-499人,20-30K,1-3年,本科,"['MG/3D动画', '短视频', '活动视频', '完整的执行能力', '网感好', '视觉感/审美好', 'AI长/短视频']"
AI负责人,深圳,某知名电子公司,1000-9999人,80-100K·15薪,5-10年,硕士,['用电预测']
C/C++研发工程师（人工智能方向）,青岛,中科曙光,1000-9999人,17-30K,经验不限,硕士,"['C++', 'C语言', 'Linux开发/部署经验', '人工智能']"
ai图像算法工程师,南宁,超森网络,20-99人,5000-10000元/月,经验不限,学历不限,"['视觉设计', '网页端', '平面设计', 'stable diffusion', 'sd']"
战斗策划（AI方向）,杭州,FunPlus,1000-9999人,23-45K,3-5年,本科,"['战斗系统设计', '平衡制定', '技能系统设计', 'RPG游戏', 'Unity', 'UE4', 'AI行为框架', 'NPC AI行为']"
AI算法,合肥,某知名新能源上市公司,1000-9999人,60-90K·14薪,5-10年,本科,['研究导向']
ai算法工程师,宁德,某大型知名汽车生产公司,10000人以上,22-23K,经验不限,本科,['语音/图像识别']
AI数据工程师,成都,明途科技,100-499人,8-10K·13薪,1-3年,本科,"['全职工作', '数据工程师', '数据采集']"
AI Chief Architect,上海,某大型电子上市公司,500-999人,100-140K·15薪,10年以上,硕士,"['Verilog', '半导体技术', 'AI芯片', 'GPGPU']"
AI编译器（量化方向）,上海,小鹏汽车,10000人以上,30-55K·15薪,1-3年,本科,['量化']
ai产品经理,合肥,安徽南瑞继远电网技术,500-999人,12-24K,3-5年,本科,"['C端产品', '语音类AI', '视觉类AI', 'AI机器人', '语义类AI', '机器学习类AI']"
人工智能应用工程师,宁波,中致力,20-99人,20-40K,经验不限,博士,"['业务导向/研究导向', '机器学习算法/工程化经验', '深度学习经验']"
人工智能进站博后,珠海,远光软件,1000-9999人,20-40K,经验不限,博士,"['Python', 'Java', '人工智能']"
大数据和人工智能前沿研究,上海,某500强上市公司,100-499人,50-80K,5-10年,硕士,"['计算机相关专业', '机器学习算法/工程化经验', '深度学习经验', '大数据架构', '人工智能']"
AI算法研发专家（国企）,广州,某500强上市公司,1000-9999人,40-50K·19薪,5-10年,硕士,"['业务导向', '深度学习经验', '机器学习算法/工程化经验', 'NLP', '机器学习']"
AI算法工程师,哈尔滨,神州精英,20-99人,8-10K,经验不限,本科,['Python']
人工智能讲师,杭州,浙江银石教育,20-99人,10-15K,经验不限,本科,['外训']
AI安全算法专家,杭州,某500强上市公司,10000人以上,35-50K·16薪,3-5年,硕士,"['大模型', 'NLP']"
技术专家/博士后（人工智能方向）,北京,某大型知名计算机软件公司,10000人以上,30-50K·13薪,经验不限,博士,"['博士', '人工智能']"
AI科研合作专家,上海,联影智能,500-999人,20-35K,经验不限,硕士,"['生物医疗', '语音/图像识别', 'Python', 'C/C++', '深度学习经验', '机器学习算法/工程化经验', '有国际期刊/会议论文发表']"
AI 首席技术官,深圳,广州盛泓,0-20人,70-90K,10年以上,博士,"['分布式技术', '生物医药', 'AI技术']"
AI原画师,成都,木之边,20-99人,5-6K·13薪,1-3年,大专,"['游戏角色原画', '游戏场景原画', '游戏道具原画', '游戏公司', 'AI', '原画', '美宣']"
AI科学家,广州,心鉴智控,100-499人,25-50K,1-3年,本科,"['TensorFlow/PyTorch', 'OpenCV', '计算机相关专业', '机器学习算法/工程化经验', '深度学习经验', '机器视觉', '视觉检测']"
人工智能销售顾问1万+,成都,四川恒智嘉人工智能,20-99人,12-24K,1-3年,学历不限,"['个人（To C）', '售前服务', '客户签约', '客户邀约', '沟通能力强', '电话销售经验', '销售经验', '互联网/科技', '招商/商户拓展']"
AI短视频高级人才,南京,垠坤集团,1000-9999人,25-45K,3-5年,本科,"['内容生产运营', '纯文本', '图文', '图片/条漫', '10w+阅读作者']"
AI平台专家,上海,某知名企业,10000人以上,80-110K,5-10年,硕士,"['Java', 'Python']"
AI人工智能科学家,上海,某大型其他行业公司,100-499人,30-40K,5-10年,本科,['企业内部技术项目管理']
ai产品专家,北京,某500强上市公司,500-999人,40-70K·20薪,经验不限,本科,"['机器学习类AI', '语音类AI', '语义类AI']"
AI外呼工程师,衡水,中天世纪,100-499人,2-3K,经验不限,大专,"['不含销售的客服工作', '电话客服', '正常工作制']"
AI游戏,合肥,游玩互动,100-499人,4-8K,经验不限,学历不限,['手游']
CMO（AI国际市场）,上海,博才企业管理咨询,0-20人,90-120K·15薪,10年以上,本科,"['公关管理', '品牌CMO', '海外CMO', '市场营销管理', '市场推广']"
AI技术项目专家,北京,某知名企业服务公司,1000-9999人,80-100K·14薪,10年以上,硕士,['AI应用']
AI Tester（自动化测试）,北京,智达诚远,1000-9999人,17-21K,3-5年,本科,"['Python', 'Selenium', 'Postman', 'JMeter', '英语口语交流', 'robot framework']"
AI游戏图标设计师,广州,米芽游戏,20-99人,8-13K,1-3年,本科,"['欧美现代', '写实', '二次元', '新国风']"
AI处理器架构师,北京,某大型半导体公司,100-499人,50-80K·15薪,经验不限,本科,"['TensorFlow/PyTorch', '深度学习经验', 'tensorcore', '深度学习神经网络', 'AI处理器']"
人工智能AI数学老师,成都,壹中萱,0-20人,5-10K,经验不限,本科,"['全职', '线下教育']"
AI研发负责人,北京,某500强上市公司,1000-9999人,70-100K,5-10年,本科,['算法']
AI处理器架构师,北京,某大型半导体公司,100-499人,50-80K·15薪,经验不限,本科,"['TensorFlow/PyTorch', '深度学习经验', 'tensorcore', '深度学习神经网络', 'AI处理器']"
人工智能AI数学老师,成都,壹中萱,0-20人,5-10K,经验不限,本科,"['全职', '线下教育']"
AI产品经理,苏州,思必驰科技股份有...,500-999人,15-25K,3-5年,本科,"['语义类AI', '智能汽车']"
理科AI伴学老师,汉中,鹏大教育,100-499人,5-6K,1-3年,本科,"['心理学专业背景', '教师', '初二', '理科', '初三', '培训机构', '初一', '私立学校', '坐班', '教研', '化学', '助教', '小班教学（3-25人）', '线下教育', '一级教师', '三级教师', '线下授课', '初中教育工作经验', '全职', '文案撰写', '教师职称', '班主任', '教育学专业背景', '物理', '二级教师', '数学']"
ai训练师,杭州,驰必准,20-99人,10-15K·14薪,经验不限,本科,"['文字创作', '人机对话相关经验', '消费品赛道']"
MaXFlow Ai 生命开发工程师,苏州,创腾科技,100-499人,12-18K·13薪,经验不限,硕士,"['AIDD', '图神经网络']"
AI技术架构师,上海,某大型知名互联网上市公司,10000人以上,60-90K·15薪,5-10年,本科,"['Java', 'Python', 'C++', 'AI平台', '机器人平台']"
ai视觉算法工程师,杭州,杭州甄识科技有限公司,0-20人,15-30K,经验不限,本科,"['目标检测', '图像分类', '深度神经网络']"
网络安全人工智能研究,杭州,安恒信息,1000-9999人,16-22K·15薪,1-3年,本科,"['安全体系架构和研发', 'Python', 'C/C++', '计算机/信息安全相关专业', '安全产品/平台开发经验', '攻防对抗经验']"
人工智能&图形算法工程师,成都,基准方中,1000-9999人,25-50K·14薪,5-10年,本科,"['深度学习算法', '自然语言处理', 'AI', '机器学习', '人工智能', '图形算法', '图像识别', 'AutoCAD工程师']"
AI技术员,宁波,拓邦股份,1000-9999人,5-8K,1-3年,中专/中技,['松下 ai']
ai原画设计,丽水,云和天域次元动漫...,0-20人,7-11K,1-3年,本科,"['影视美宣', '插画设计', '游戏美宣', '接受居家办公']"
人工智能技术总监,北京,七问科技,0-20人,30-55K·14薪,1-3年,硕士,['计算机相关专业']
人工智能理论研究资深专家,北京,某500强上市公司,10000人以上,75-100K,10年以上,硕士,"['研究导向', '人工智能']"
AI短视频高级人才,南京,某大型互联网公司,100-499人,20-35K,3-5年,本科,"['内容创作板块撰写', '原创内容生成撰写']"
AI 技术经理,苏州,某大型移动互联网公司,100-499人,70-100K·15薪,5-10年,本科,"['Python', '嵌入式技术', 'AI常用算法']"
人工智能专业讲师,南京,指南者留学,100-499人,12-18K·14薪,经验不限,硕士,"['Python', 'MATLAB', '计算机相关专业', '数学/统计相关专业', '机器学习算法/工程化经验']"
AI 算法工程架构师-LLM 应用方向(A219859),北京,理想汽车,10000人以上,65-95K·14薪,5-10年,本科,['推理加速']
AI产品总监,南京,巨唐数字科技,0-20人,25-40K·13薪,5-10年,本科,"['机器学习类AI', 'C端产品', 'B端产品']"
AI标注-济南,济南,字节跳动,10000人以上,4-6K·14薪,经验不限,本科,"['全职工作', '标注方法优化', '数据标注', '标注数据分析', '视频标注', '语音标注', '描点标注', '分类标注', '标框标注', '数据分析能力强', '不接受居家办公', '六险一金', '月休八天', '下午茶']"
ai产品经理,成都,量子矩阵,100-499人,11-15K·13薪,3-5年,本科,"['机器学习类AI', 'B端产品', '语义类AI', '智能穿戴', '视觉类AI']"
AI投资经理,上海,某证券公司,0-20人,30-60K·15薪,3-5年,硕士,"['AI', '企业服务', '软件']"
AI图文游戏编剧,北京,奇点森林,0-20人,15-30K,3-5年,本科,"['游戏剧情策划', '微剧', 'AIGC', '文字游戏']"
ai算法工程师,成都,试家,20-99人,12-18K,经验不限,本科,"['C/C++', 'Python', '算法工程化经验', '自然语言处理经验', '深度学习经验']"
